County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
DELAWARE,"103,722",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
GREENE,"7,857",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
MONTGOMERY,"150,112",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
ERIE,"64,814",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
PIKE,"8,236",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
ELK,"5,970",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
CAMERON,955,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
BERKS,"57,711",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
MONTGOMERY,"142,828",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
SOMERSET,"13,361",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
DAUPHIN,"45,060",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
FOREST,702,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
LAWRENCE,"18,086",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
PHILADELPHIA,"254,141",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
FAYETTE,"32,818",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
VENANGO,"11,110",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,61,61,42,121,"(41.4034125863, -79.7628656104)","1,400",71,45,5,50
BUTLER,"37,803",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
JUNIATA,"2,965",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
SUSQUEHANNA,"5,873",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
ERIE,"65,263",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
JEFFERSON,"10,947",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
BUTLER,"39,654",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
LYCOMING,"28,287",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
LEBANON,"27,368",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
YORK,"65,590",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
JUNIATA,"2,970",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
CAMBRIA,"36,348",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
JUNIATA,"3,253",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
CARBON,"11,562",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
LANCASTER,"75,327",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
CLINTON,"8,657",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
YORK,"70,981",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
SCHUYLKILL,"27,700",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
PENNSYLVANIA,"2,469,884",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,0,00,42,000,"(39.346129, -75.167756)",,,,,
GREENE,"6,560",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
SUSQUEHANNA,"5,054",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
BUCKS,"107,884",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
LYCOMING,"25,519",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
CRAWFORD,"23,735",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
BRADFORD,"11,896",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
ADAMS,"11,661",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
CUMBERLAND,"45,055",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
BUCKS,"106,108",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
PHILADELPHIA,"259,626",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
NORTHAMPTON,"50,196",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
MONROE,"28,805",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
FULTON,"2,459",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
COLUMBIA,"13,095",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,19,19,42,037,"(41.0491208559, -76.4100217975)","1,073",24,90,22,10
PIKE,"6,872",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
ALLEGHENY,"287,268",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
SULLIVAN,584,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
BUTLER,"39,580",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
SNYDER,"5,737",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
UNION,"6,733",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
POTTER,"2,561",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
NORTHAMPTON,"48,864",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
CAMERON,990,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
ADAMS,"12,852",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
GREENE,"6,851",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
BRADFORD,"12,662",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
HUNTINGDON,"6,010",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
CLINTON,"8,403",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
NORTHUMBERLAND,"21,177",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
MONTOUR,"5,160",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
POTTER,"2,270",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
CUMBERLAND,"46,310",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
WYOMING,"5,297",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
DAUPHIN,"51,057",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
LACKAWANNA,"61,790",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
MIFFLIN,"9,750",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
LEHIGH,"69,665",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
VENANGO,"10,041",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,61,61,42,121,"(41.4034125863, -79.7628656104)","1,400",71,45,5,50
FULTON,"2,448",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
WESTMORELAND,"87,295",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
MONTOUR,"6,583",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
DELAWARE,"97,203",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
BEDFORD,"7,942",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
LYCOMING,"27,492",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
CHESTER,"71,524",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
HUNTINGDON,"6,665",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
CHESTER,"71,119",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
FOREST,712,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
CHESTER,"66,715",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
JEFFERSON,"10,963",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
INDIANA,"22,466",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
MONTGOMERY,"150,477",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
MONTOUR,"5,603",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
CAMERON,"1,076",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
GREENE,"7,476",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
CLEARFIELD,"16,649",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
PENNSYLVANIA,"2,328,458",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,0,00,42,000,"(39.346129, -75.167756)",,,,,
SCHUYLKILL,"30,701",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
HUNTINGDON,"5,575",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
ARMSTRONG,"11,440",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
BEDFORD,"7,285",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
PIKE,"6,988",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
GREENE,"7,335",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
LEBANON,"25,925",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
TIOGA,"6,888",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
