Link-Statewide,Class,Count,County,Dashboard,Link-PDMPNotes,Link-OverdoseNotes,Link-Contact,Link-Emergency,Measure1,Notes,Number of Records,Link-Controlled,Time Measure,Time Period
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.053418803,CRAWFORD,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.108388029,CUMBERLAND,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.181785778,DAUPHIN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.239602610,DELAWARE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,ELK,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.135895943,FAYETTE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,FRANKLIN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,FULTON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,HUNTINGDON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.051829584,INDIANA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.016969862,LACKAWANNA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.046036983,LAWRENCE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.111632061,LEBANON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.056494622,LEHIGH,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.063265025,LUZERNE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,MC KEAN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.102235854,MERCER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.065911678,SCHUYLKILL,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,SOMERSET,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.090394369,STATE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,SUSQUEHANNA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,TIOGA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,WARREN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.263106984,WASHINGTON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,WAYNE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.501893507,CHESTER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.388393877,CLEARFIELD,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.620515804,COLUMBIA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.662897739,ERIE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.566572238,JEFFERSON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,1.130504315,LANCASTER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.649858302,MONROE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.470101302,MONTGOMERY,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.657434257,NORTHAMPTON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.745086675,PHILADELPHIA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,,POTTER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,,WYOMING,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,1.054758399,YORK,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.096955594,COLUMBIA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.035021013,ERIE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.267460777,LANCASTER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
